czas[s],pozycja_x[pixel],wyjscie regulatora_x,bład errox_x,pozycja_y[pixel],wyjscie regulatora y,bład error_y
53.76,268,290,-52,331,-450,91
53.83,170,-318,-150,2,450,-238
53.91,410,450,90,307,-450,67
53.97,202,-450,-118,1,450,-239
54.03,410,392,90,313,-294,73
54.19,421,116,101,321,-20,81
54.24,421,64,101,321,3,81
54.37,396,13,76,342,-25,102
54.43,398,69,78,346,-12,106
54.49,403,83,83,354,-24,114
54.55,429,155,109,392,-85,152
54.62,435,95,115,399,-28,159
54.69,504,369,184,461,-172,221
54.77,518,136,198,462,-24,222
54.83,533,148,213,456,-11,216
54.9,580,291,260,467,-51,227
54.97,633,358,313,474,-46,234
55.03,633,127,313,474,-29,234
55.1,218,-450,-102,2,450,-238
55.17,219,38,-101,4,31,-236
55.24,219,33,-101,3,39,-237
55.31,219,33,-101,3,38,-237
55.38,219,32,-101,3,39,-237
55.45,219,31,-101,3,40,-237
55.51,219,30,-101,3,42,-237
55.61,218,25,-102,3,43,-237
55.67,218,28,-102,3,45,-237
55.79,218,27,-102,1,50,-239
55.85,218,26,-102,3,42,-237
55.9,520,450,200,399,-450,159
56.02,450,-80,130,338,86,98
56.08,431,3,111,324,37,84
56.14,432,82,112,305,54,65
56.2,434,86,114,308,0,68
56.28,441,109,121,315,-12,75
56.35,431,30,111,320,-12,80
56.41,434,90,114,325,-5,85
56.51,438,103,118,330,-13,90
56.56,438,85,118,332,-5,92
56.62,438,86,118,342,-23,102
56.69,440,96,120,349,-20,109
56.75,442,97,122,358,-27,118
56.81,438,71,118,370,-39,130
56.87,436,82,116,374,-17,134
56.94,430,70,110,389,-41,149
57.02,425,66,105,398,-38,158
57.07,412,23,92,407,-42,167
57.22,401,68,81,414,-25,174
57.28,386,14,66,418,-31,178
57.34,367,-9,47,422,-32,182
57.45,348,38,28,421,-22,181
57.52,329,8,9,428,-39,188
57.6,302,3,-18,404,10,164
57.7,310,103,-10,369,77,129
57.76,320,118,0,363,-1,123
57.81,382,371,62,324,95,84
57.86,387,109,67,318,4,78
57.91,390,102,70,312,7,72
57.96,391,88,71,312,-14,72
58.1,390,82,70,312,-14,72
58.15,398,131,78,311,-11,71
58.19,408,111,88,310,-14,70
58.33,421,149,101,315,-28,75
58.39,435,159,115,322,-35,82
58.45,454,160,134,340,-51,100
58.54,466,164,146,356,-67,116
58.6,469,124,149,361,-38,121
58.74,478,132,158,361,-26,121
58.79,479,121,159,364,-34,124
58.85,486,151,166,368,-38,128
58.96,509,176,189,387,-56,147
59.02,523,199,203,397,-62,157
59.07,523,133,203,397,-34,157
59.2,523,136,203,397,-36,157
59.25,523,138,203,397,-36,157
59.31,181,-450,-139,1,450,-239
59.4,176,39,-144,3,13,-237
59.46,181,76,-139,3,19,-237
59.53,181,57,-139,3,21,-237
59.65,181,56,-139,3,22,-237
59.72,218,169,-102,2,26,-238
59.81,217,58,-103,11,4,-229
59.87,181,-68,-139,2,45,-238
59.96,181,51,-139,2,28,-238
60.03,218,157,-102,1,32,-239
